Gene_ID	ESC_REDE	ESC_noclass	TSC_REDE	TSC_noclass	ESC_NEDE	TSC_NEDE	ESC_NonEnh	TSC_NonEnh	ES_E14	ES_J1	TS_EGFP	TS_Rs26	ES_mean	TS_mean	Rel_exp	ES_REDE_only	ES_NEDE_only	ES_nonEnhTE_only	No_ES_Enh_only	All
Lyz1	0	0	0	0	0	0	0	0	-5.6604934	-5.227042	-5.426874	-5.108132	-5.4437677	-5.267503	-0.176264700000001	FALSE	FALSE	FALSE	TRUE	TRUE
Lyzl1	0	0	0	0	0	0	0	0	-5.0812263	-4.647775	-4.8476076	-4.5288653	-4.86450065	-4.68823645	-0.1762642	FALSE	FALSE	FALSE	TRUE	TRUE
Lyzl4	0	0	0	0	0	0	0	0	-5.686509	-5.253058	-5.45289	-5.1341476	-5.4697835	-5.2935188	-0.1762647	FALSE	FALSE	FALSE	TRUE	TRUE
Lyzl6	0	0	0	0	0	0	0	0	-5.3123627	-4.8789115	-5.0787435	-4.760001	-5.0956371	-4.91937225	-0.17626485	FALSE	FALSE	FALSE	TRUE	TRUE
Lzic	0	0	0	0	0	1	0	0	2.605514	2.4610403	2.4715152	2.8997712	2.53327715	2.6856432	-0.15236605	FALSE	FALSE	FALSE	TRUE	TRUE
Lztfl1	0	0	0	0	0	0	0	0	0.67005736	0.49660343	-0.71990734	0.13257222	0.583330395	-0.29366756	0.876997955	FALSE	FALSE	FALSE	TRUE	TRUE
Lztr1	0	0	0	0	0	0	0	0	0.8233659	1.1667533	1.2620493	1.6750277	0.9950596	1.4685385	-0.4734789	FALSE	FALSE	FALSE	TRUE	TRUE
Lzts1	0	0	0	0	0	0	0	0	-2.8485658	-3.2631114	-5.7848716	-4.466129	-3.0558386	-5.1255003	2.0696617	FALSE	FALSE	FALSE	TRUE	TRUE
Lzts2	0	0	0	0	0	0	0	0	0.9196684	1.1427598	2.4355261	2.405261	1.0312141	2.42039355	-1.38917945	FALSE	FALSE	FALSE	TRUE	TRUE
M5C1000I18Rik	0	0	0	0	0	0	0	0	-5.9036074	-5.470156	-5.669988	-5.351246	-5.6868817	-5.510617	-0.176264700000001	FALSE	FALSE	FALSE	TRUE	TRUE
M6pr	0	0	0	0	0	0	0	0	4.0738096	4.316652	4.95108	4.849297	4.1952308	4.9001885	-0.7049577	FALSE	FALSE	FALSE	TRUE	TRUE
Mab21l1	0	0	0	0	0	0	0	0	-6.7955046	-6.362053	-6.5618854	-6.243143	-6.5787788	-6.4025142	-0.1762646	FALSE	FALSE	FALSE	TRUE	TRUE
Mab21l2	0	0	0	0	0	0	0	0	-4.2831273	-6.171604	-6.5234394	-6.204697	-5.22736565	-6.3640682	1.13670255	FALSE	FALSE	FALSE	TRUE	TRUE
Mab21l3	0	0	0	0	0	0	0	0	-3.852568	-2.7816865	-2.3965561	-1.7152437	-3.31712725	-2.0558999	-1.26122735	FALSE	FALSE	FALSE	TRUE	TRUE
Macc1	0	0	0	0	0	0	0	0	-3.9333858	-6.66986	-7.021695	-6.702953	-5.3016229	-6.862324	1.5607011	FALSE	FALSE	FALSE	TRUE	TRUE
Macf1	0	0	0	0	1	1	0	0	3.88392	3.596749	2.4863987	3.407944	3.7403345	2.94717135	0.79316315	FALSE	TRUE	FALSE	FALSE	TRUE
Macrod1	0	0	0	0	0	0	0	0	-3.9348967	-2.0864081	-1.9643121	-1.6455697	-3.0106524	-1.8049409	-1.2057115	FALSE	FALSE	FALSE	TRUE	TRUE
Macrod2	0	0	0	0	0	0	0	0	-0.5249592	-0.83594877	-5.7176046	-4.2833853	-0.680453985	-5.00049495	4.320040965	FALSE	FALSE	FALSE	TRUE	TRUE
Mad1l1	0	0	0	0	0	0	0	0	3.2154257	3.5731342	3.7816203	3.6622415	3.39427995	3.7219309	-0.32765095	FALSE	FALSE	FALSE	TRUE	TRUE
Mad2l1	0	0	0	0	0	0	0	0	5.1713314	5.0129914	5.0262876	4.8008184	5.0921614	4.913553	0.1786084	FALSE	FALSE	FALSE	TRUE	TRUE
Mad2l1bp	0	0	0	0	0	0	0	0	-0.19225793	0.089190215	1.4876174	1.1879226	-0.0515338575	1.33777	-1.3893038575	FALSE	FALSE	FALSE	TRUE	TRUE
Mad2l2	0	0	0	0	0	0	0	0	-0.5167674	-0.12771046	1.6208248	1.684687	-0.32223893	1.6527559	-1.97499483	FALSE	FALSE	FALSE	TRUE	TRUE
Madcam1	0	0	0	0	0	0	0	0	-2.86903	-2.9210057	-5.5947685	-1.6645917	-2.89501785	-3.6296801	0.73466225	FALSE	FALSE	FALSE	TRUE	TRUE
Madd	0	0	0	0	0	0	0	0	-0.5086493	-0.32823113	-1.3656327	-0.73568857	-0.418440215	-1.050660635	0.63222042	FALSE	FALSE	FALSE	TRUE	TRUE
Maea	0	0	0	0	0	0	0	0	4.4247565	4.8325634	5.3028626	5.2022624	4.62865995	5.2525625	-0.62390255	FALSE	FALSE	FALSE	TRUE	TRUE
Mael	0	0	0	0	0	0	0	0	2.340517	2.0690453	-3.9804525	-5.2466726	2.20478115	-4.61356255	6.8183437	FALSE	FALSE	FALSE	TRUE	TRUE
Maf	0	0	0	0	0	0	0	0	-5.043388	-4.0794225	-6.9796944	-4.853597	-4.56140525	-5.9166457	1.35524045	FALSE	FALSE	FALSE	TRUE	TRUE
Maf1	0	0	0	0	0	0	0	0	2.273522	2.4965532	2.4367516	2.3924086	2.3850376	2.4145801	-0.0295425000000002	FALSE	FALSE	FALSE	TRUE	TRUE
Mafa	0	0	0	0	0	0	0	0	-1.8220937	-0.9411835	-2.725978	-2.4072356	-1.3816386	-2.5666068	1.1849682	FALSE	FALSE	FALSE	TRUE	TRUE
Mafb	0	0	0	0	0	0	0	0	-2.683426	-3.3279774	-6.6977344	-4.794029	-3.0057017	-5.7458817	2.74018	FALSE	FALSE	FALSE	TRUE	TRUE
Maff	0	0	0	0	0	0	0	0	-0.27659747	0.08646426	4.4845605	3.4251885	-0.095066605	3.9548745	-4.049941105	FALSE	FALSE	FALSE	TRUE	TRUE
Mafg	0	0	0	0	0	0	0	0	2.1204536	2.0595872	2.3158202	2.2014346	2.0900204	2.2586274	-0.168607	FALSE	FALSE	FALSE	TRUE	TRUE
Mafk	0	0	0	0	0	0	0	0	-0.005054902	0.106468216	3.1216488	2.8917294	0.050706657	3.0066891	-2.955982443	FALSE	FALSE	FALSE	TRUE	TRUE
Mag	0	0	0	0	0	0	0	0	-6.5969076	-6.1634564	-6.3632884	-5.8925433	-6.380182	-6.12791585	-0.25226615	FALSE	FALSE	FALSE	TRUE	TRUE
Magea10	0	0	0	0	0	0	0	0	-6.1872277	-5.753777	-5.9536085	-5.634866	-5.97050235	-5.79423725	-0.1762651	FALSE	FALSE	FALSE	TRUE	TRUE
Magea4	0	0	0	0	0	0	0	0	-2.771525	-4.8120046	-5.011837	-4.6930947	-3.7917648	-4.85246585	1.06070105	FALSE	FALSE	FALSE	TRUE	TRUE
Mageb16	0	1	0	0	0	0	0	0	3.8129745	3.7412374	4.1346593	4.398636	3.77710595	4.26664765	-0.489541699999999	FALSE	FALSE	FALSE	TRUE	TRUE
Mageb18	0	2	0	0	0	0	0	0	-6.4879265	-6.054476	-6.2543073	-5.935565	-6.27120125	-6.09493615	-0.1762651	FALSE	FALSE	FALSE	TRUE	TRUE
Mageb3	1	0	0	0	0	0	0	0	-5.856658	-5.423207	-5.775042	-4.304297	-5.6399325	-5.0396695	-0.600263	TRUE	FALSE	FALSE	FALSE	TRUE
Maged1	0	0	0	0	0	0	0	0	3.6761057	3.9270627	2.862131	3.003672	3.8015842	2.9329015	0.8686827	FALSE	FALSE	FALSE	TRUE	TRUE
Maged2	0	0	0	0	0	0	0	0	0.11123757	0.6654409	0.8832766	1.2561747	0.388339235	1.06972565	-0.681386415	FALSE	FALSE	FALSE	TRUE	TRUE
Magee1	0	0	0	0	0	0	0	0	-1.7741548	-1.462694	0.61633325	0.9437928	-1.6184244	0.780063025	-2.398487425	FALSE	FALSE	FALSE	TRUE	TRUE
Magee2	0	1	0	0	0	0	0	0	-1.6798193	-2.3618455	-3.8247118	-5.8278975	-2.0208324	-4.82630465	2.80547225	FALSE	FALSE	FALSE	TRUE	TRUE
Mageh1	0	0	0	0	0	0	0	0	1.1275015	0.96941745	-1.0983111	-1.1014968	1.048459475	-1.09990395	2.148363425	FALSE	FALSE	FALSE	TRUE	TRUE
Magel2	0	0	0	0	0	0	0	0	-2.6910033	-3.150637	-7.309827	-6.9910846	-2.92082015	-7.1504558	4.22963565	FALSE	FALSE	FALSE	TRUE	TRUE
Magi1	0	0	0	0	2	0	0	0	1.4637761	1.3458173	-0.036430504	0.9485744	1.4047967	0.456071948	0.948724752	FALSE	TRUE	FALSE	FALSE	TRUE
Magi2	0	0	0	0	0	0	0	0	-3.5242078	-2.3649318	-4.084138	-4.350358	-2.9445698	-4.217248	1.2726782	FALSE	FALSE	FALSE	TRUE	TRUE
Magi3	0	0	0	0	0	0	0	0	0.93079805	0.9461058	2.8627074	2.960809	0.938451925	2.9117582	-1.973306275	FALSE	FALSE	FALSE	TRUE	TRUE
Magix	0	0	0	0	0	0	0	0	-4.389585	-5.278062	-6.6298966	-6.3111544	-4.8338235	-6.4705255	1.636702	FALSE	FALSE	FALSE	TRUE	TRUE
Magoh	0	0	0	0	0	0	0	0	6.5854125	6.5150084	6.712241	6.087612	6.55021045	6.3999265	0.15028395	FALSE	FALSE	FALSE	TRUE	TRUE
Magohb	0	0	0	0	0	0	0	0	2.0914917	2.3134387	2.5799246	1.9570111	2.2024652	2.26846785	-0.0660026500000002	FALSE	FALSE	FALSE	TRUE	TRUE
Magt1	0	0	0	0	0	0	0	0	1.8652091	1.6971284	3.053404	3.1926265	1.78116875	3.12301525	-1.3418465	FALSE	FALSE	FALSE	TRUE	TRUE
Mak	1	0	0	0	0	0	0	0	-1.6468439	-1.3614916	-0.26298222	-0.1301065	-1.50416775	-0.19654436	-1.30762339	TRUE	FALSE	FALSE	FALSE	TRUE
Mak16	0	0	0	0	0	0	0	0	6.4366274	6.8623376	6.3929467	5.6836505	6.6494825	6.0382986	0.611183899999999	FALSE	FALSE	FALSE	TRUE	TRUE
Mal	0	0	0	0	0	0	0	0	-4.059578	-3.4037344	-5.410921	-0.56861717	-3.7316562	-2.989769085	-0.741887115	FALSE	FALSE	FALSE	TRUE	TRUE
Mal2	0	0	0	0	0	0	0	0	-1.5985876	-0.23225066	-2.3218997	-2.5056577	-0.91541913	-2.4137787	1.49835957	FALSE	FALSE	FALSE	TRUE	TRUE
Mall	0	0	0	0	0	0	0	0	-2.4743757	-3.1564016	-0.010459024	-0.3745265	-2.81538865	-0.192492762	-2.622895888	FALSE	FALSE	FALSE	TRUE	TRUE
Malt1	0	0	0	0	0	0	0	0	1.1050525	0.96996665	1.2000663	1.6647373	1.037509575	1.4324018	-0.394892225	FALSE	FALSE	FALSE	TRUE	TRUE
Mamdc2	0	0	0	0	1	0	0	0	-7.061481	-5.4760265	-6.827862	-6.5091195	-6.26875375	-6.66849075	0.399737	FALSE	TRUE	FALSE	FALSE	TRUE
Mamdc4	0	0	0	0	0	0	0	0	-1.0416561	-0.55573756	0.5031647	0.28979644	-0.79869683	0.39648057	-1.1951774	FALSE	FALSE	FALSE	TRUE	TRUE
Maml1	0	0	0	0	1	0	0	0	0.9663749	1.267875	1.9450958	1.748	1.11712495	1.8465479	-0.72942295	FALSE	TRUE	FALSE	FALSE	TRUE
Maml2	0	0	0	0	0	0	0	0	-0.9427725	-2.0328832	-7.554643	-4.913973	-1.48782785	-6.234308	4.74648015	FALSE	FALSE	FALSE	TRUE	TRUE
Maml3	0	0	0	0	0	0	0	0	-4.071547	-4.6380954	0.88999265	-1.2604511	-4.3548212	-0.185229225	-4.169591975	FALSE	FALSE	FALSE	TRUE	TRUE
Mamld1	0	0	0	0	0	0	0	0	-5.4323254	-5.9988747	-7.1987066	-3.4205322	-5.71560005	-5.3096194	-0.40598065	FALSE	FALSE	FALSE	TRUE	TRUE
Mamstr	0	0	0	0	0	0	0	0	-7.608491	-5.023037	-6.222869	-7.0561295	-6.315764	-6.63949925	0.32373525	FALSE	FALSE	FALSE	TRUE	TRUE
Man1a	0	0	0	0	0	0	0	0	-2.064284	-1.962039	0.6554222	1.3650664	-2.0131615	1.0102443	-3.0234058	FALSE	FALSE	FALSE	TRUE	TRUE
Man1a2	0	0	0	0	0	0	0	0	2.2685516	2.1801543	3.2837517	3.5297685	2.22435295	3.4067601	-1.18240715	FALSE	FALSE	FALSE	TRUE	TRUE
Man1b1	0	0	0	0	0	0	0	0	1.8563341	1.8849723	2.3824418	2.3044615	1.8706532	2.34345165	-0.47279845	FALSE	FALSE	FALSE	TRUE	TRUE
Man1c1	0	0	0	0	1	0	0	0	-2.1634512	-2.299366	0.5409591	1.4275905	-2.2314086	0.9842748	-3.2156834	FALSE	TRUE	FALSE	FALSE	TRUE
Man2a1	0	1	0	0	0	0	0	0	1.9641719	1.4764482	3.214045	2.9989114	1.72031005	3.1064782	-1.38616815	FALSE	FALSE	FALSE	TRUE	TRUE
Man2a2	0	0	0	0	0	0	0	0	-0.9401349	-0.6943107	1.5383219	1.5885752	-0.8172228	1.56344855	-2.38067135	FALSE	FALSE	FALSE	TRUE	TRUE
Man2b1	0	0	0	0	0	0	0	0	0.43105158	1.1946514	1.3975083	1.274792	0.81285149	1.33615015	-0.52329866	FALSE	FALSE	FALSE	TRUE	TRUE
Man2b2	0	0	0	0	0	0	0	0	-1.9018817	-0.9709309	1.0897647	1.7178351	-1.4364063	1.4037999	-2.8402062	FALSE	FALSE	FALSE	TRUE	TRUE
Man2c1	0	2	0	0	0	0	0	0	-0.005532787	-0.29768738	0.52121717	0.5004731	-0.1516100835	0.510845135	-0.6624552185	FALSE	FALSE	FALSE	TRUE	TRUE
Manba	0	0	0	0	0	0	0	0	2.597996	1.7744745	0.6193116	1.2981783	2.18623525	0.95874495	1.2274903	FALSE	FALSE	FALSE	TRUE	TRUE
Manbal	0	0	0	0	0	0	0	0	1.1585842	0.974283	2.59595	2.3541534	1.0664336	2.4750517	-1.4086181	FALSE	FALSE	FALSE	TRUE	TRUE
Manea	0	1	0	1	0	0	0	0	0.123902105	0.65234977	0.38000533	1.1322577	0.3881259375	0.756131515	-0.3680055775	FALSE	FALSE	FALSE	TRUE	TRUE
Maneal	0	0	0	0	0	1	0	0	-0.8104536	0.6736235	-3.0622616	-1.2580922	-0.06841505	-2.1601769	2.09176185	FALSE	FALSE	FALSE	TRUE	TRUE
Manf	0	0	0	0	0	0	0	0	4.075687	4.3107033	4.6537104	4.2183948	4.19319515	4.4360526	-0.24285745	FALSE	FALSE	FALSE	TRUE	TRUE
Mansc1	0	0	0	0	0	0	0	0	-6.417206	-6.1357574	-3.0136619	-1.3412824	-6.2764817	-2.17747215	-4.09900955	FALSE	FALSE	FALSE	TRUE	TRUE
Maoa	0	0	0	0	0	0	0	0	3.2350428	3.3863425	2.7789032	2.48525	3.31069265	2.6320766	0.67861605	FALSE	FALSE	FALSE	TRUE	TRUE
Maob	0	0	0	0	0	0	0	0	-4.065279	-1.9688632	-6.4166226	-6.249883	-3.0170711	-6.3332528	3.3161817	FALSE	FALSE	FALSE	TRUE	TRUE
Map1lc3a	0	0	0	0	0	0	0	0	0.9293472	1.2127728	2.0899029	2.0725958	1.07106	2.08124935	-1.01018935	FALSE	FALSE	FALSE	TRUE	TRUE
Map1lc3b	0	0	0	0	0	1	0	0	3.1465805	3.9135394	3.5612383	3.482702	3.53005995	3.52197015	0.00808980000000004	FALSE	FALSE	FALSE	TRUE	TRUE
Map2k1	1	0	0	0	0	0	0	0	3.3345819	3.4393559	4.6193924	4.2348666	3.3869689	4.4271295	-1.0401606	TRUE	FALSE	FALSE	FALSE	TRUE
Map2k2	0	0	0	0	0	0	0	0	2.4010336	2.5567038	3.2277431	2.3530684	2.4788687	2.79040575	-0.31153705	FALSE	FALSE	FALSE	TRUE	TRUE
Map2k3	0	0	0	0	0	0	0	0	1.2353587	2.0500836	3.377579	3.428081	1.64272115	3.40283	-1.76010885	FALSE	FALSE	FALSE	TRUE	TRUE
Map2k4	0	0	0	0	0	0	0	0	3.0856965	3.6329117	3.8722246	4.4147377	3.3593041	4.14348115	-0.784177049999999	FALSE	FALSE	FALSE	TRUE	TRUE
Map2k5	0	0	0	0	0	0	0	0	1.3295971	1.5069001	2.3477101	2.2025054	1.4182486	2.27510775	-0.85685915	FALSE	FALSE	FALSE	TRUE	TRUE
Map2k6	0	0	0	0	0	0	0	0	0.28382567	0.87975156	-6.8729634	-2.7017777	0.581788615	-4.78737055	5.369159165	FALSE	FALSE	FALSE	TRUE	TRUE
Map2k7	0	1	0	0	0	0	0	0	2.4047217	2.9741356	2.4944708	2.4815042	2.68942865	2.4879875	0.20144115	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k1	0	0	0	0	0	0	0	0	0.85765916	0.83390343	1.0763589	0.8903497	0.845781295	0.9833543	-0.137573005	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k10	0	0	0	1	0	0	0	1	-1.2900841	-1.2327816	-0.6473524	-0.2934206	-1.26143285	-0.4703865	-0.79104635	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k11	0	0	0	0	0	0	0	0	0.112580456	0.631199	1.8646667	2.0291357	0.371889728	1.9469012	-1.575011472	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k12	0	0	0	0	0	1	0	0	0.1536802	0.13419724	0.84089	-0.011024397	0.14393872	0.4149328015	-0.2709940815	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k13	0	1	2	0	0	0	0	0	-2.9623952	-2.6757858	-4.09801	-2.6637905	-2.8190905	-3.38090025	0.561809750000001	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k14	0	0	0	0	1	0	0	0	-3.358427	-2.9249756	-2.8410149	-1.2003444	-3.1417013	-2.02067965	-1.12102165	FALSE	TRUE	FALSE	FALSE	TRUE
Map3k15	0	0	0	0	0	0	0	0	0.91372526	0.44638604	-0.04599943	-1.066059	0.68005565	-0.556029215	1.236084865	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k2	0	0	0	0	0	0	0	0	-0.06697523	-0.36789948	0.44514963	1.2921855	-0.217437355	0.868667565	-1.08610492	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k3	0	0	0	0	0	0	0	0	1.7783365	2.2631145	2.8670309	3.158231	2.0207255	3.01263095	-0.99190545	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k4	0	0	0	0	1	0	0	0	1.9045646	2.0620642	3.3481803	2.6643143	1.9833144	3.0062473	-1.0229329	FALSE	TRUE	FALSE	FALSE	TRUE
Map3k5	0	0	0	0	0	0	0	0	-0.91022694	0.2162466	-0.617714	-1.710167	-0.34699017	-1.1639405	0.81695033	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k6	0	0	0	0	0	0	0	0	-2.5154006	-3.1325755	-0.52505285	0.30826277	-2.82398805	-0.10839504	-2.71559301	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k7	0	0	0	0	1	0	0	0	3.1776154	2.8335574	3.1439202	2.9105089	3.0055864	3.02721455	-0.0216281499999997	FALSE	TRUE	FALSE	FALSE	TRUE
Map3k8	0	0	0	0	0	0	0	0	-3.4348104	-6.9082494	0.18653911	0.99202055	-5.1715299	0.58927983	-5.76080973	FALSE	FALSE	FALSE	TRUE	TRUE
Map3k9	0	1	0	0	0	0	0	0	-1.3122834	-1.2508011	-2.6450112	-1.7413063	-1.28154225	-2.19315875	0.9116165	FALSE	FALSE	FALSE	TRUE	TRUE
Map4k2	0	0	0	0	0	0	0	0	-0.74310875	-1.1657482	-1.6249669	-0.63637316	-0.954428475	-1.13067003	0.176241555	FALSE	FALSE	FALSE	TRUE	TRUE
Map4k3	0	0	0	0	0	0	0	0	2.9246805	2.689753	3.8252625	3.5781565	2.80721675	3.7017095	-0.89449275	FALSE	FALSE	FALSE	TRUE	TRUE
Map4k4	0	0	0	0	0	0	0	0	4.702696	4.4819436	5.588826	5.2173796	4.5923198	5.4031028	-0.810783	FALSE	FALSE	FALSE	TRUE	TRUE
Map4k5	0	0	0	0	2	0	0	0	1.9977833	1.9954777	2.7054732	2.8704417	1.9966305	2.78795745	-0.79132695	FALSE	TRUE	FALSE	FALSE	TRUE
Map6d1	0	1	0	0	0	0	0	0	-3.7111826	-3.8626938	-4.062526	-4.006818	-3.7869382	-4.034672	0.247733800000001	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk1	0	0	0	0	0	0	0	0	4.2655644	4.1904974	4.458483	4.3325577	4.2280309	4.39552035	-0.16748945	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk10	0	0	0	0	0	0	0	0	-4.650371	-4.409565	-5.8317895	-4.513047	-4.529968	-5.17241825	0.64245025	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk11	0	0	0	0	0	1	0	0	-0.6760153	-0.09318654	1.6951072	0.98980427	-0.38460092	1.342455735	-1.727056655	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk12	0	0	0	0	0	1	0	0	-0.44426048	0.17822443	1.7454153	1.1224563	-0.133018025	1.4339358	-1.566953825	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk13	0	0	0	0	0	0	0	0	0.13993865	0.31035525	0.1105233	1.0891902	0.22514695	0.59985675	-0.3747098	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk14	0	0	0	0	0	0	0	0	3.114238	3.1155782	3.839333	3.0885158	3.1149081	3.4639244	-0.3490163	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk15	0	0	0	0	0	0	0	0	-4.527201	-4.5087876	-5.2935824	-4.3898773	-4.5179943	-4.84172985	0.32373555	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk1ip1	0	0	0	0	0	0	0	0	2.4400349	1.8093559	0.59303564	1.3143246	2.1246954	0.95368012	1.17101528	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk1ip1l	0	0	0	0	0	0	0	0	4.6351943	4.4305935	5.6873193	4.9425983	4.5328939	5.3149588	-0.782064900000001	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk3	0	1	0	0	0	0	0	0	3.8026087	3.7756324	1.9944855	2.6654387	3.78912055	2.3299621	1.45915845	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk4	0	0	0	0	0	0	0	0	-0.25472513	-0.4975768	-2.725978	-1.1931108	-0.376150965	-1.9595444	1.583393435	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk6	1	0	0	1	0	0	0	1	3.8122647	3.9598596	3.7172112	3.6606042	3.88606215	3.6889077	0.19715445	TRUE	FALSE	FALSE	FALSE	TRUE
Mapk7	0	0	0	0	0	0	0	0	1.4218916	1.9854033	1.1074995	1.7970796	1.70364745	1.45228955	0.2513579	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk8	0	0	0	0	0	0	0	0	1.1719421	1.1025728	1.5463792	1.2643918	1.13725745	1.4053855	-0.26812805	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk8ip1	0	0	0	0	1	0	0	0	0.25799432	1.0699571	-0.8303147	-0.6635755	0.66397571	-0.7469451	1.41092081	FALSE	TRUE	FALSE	FALSE	TRUE
Mapk8ip2	0	1	0	0	0	0	0	0	-1.4146692	-0.9812179	1.0238386	1.3627588	-1.19794355	1.1932987	-2.39124225	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk8ip3	0	0	0	0	0	0	0	0	0.05587834	0.028573679	1.116757	0.78022224	0.0422260095	0.94848962	-0.9062636105	FALSE	FALSE	FALSE	TRUE	TRUE
Mapk9	0	0	0	0	0	0	0	0	1.6504526	2.051568	1.857495	2.676369	1.8510103	2.266932	-0.4159217	FALSE	FALSE	FALSE	TRUE	TRUE
Mapkap1	0	0	0	0	0	0	0	0	2.1586103	2.3908694	3.5862548	3.3472967	2.27473985	3.46677575	-1.1920359	FALSE	FALSE	FALSE	TRUE	TRUE
Mapkapk2	0	0	0	0	0	0	0	0	1.7640436	2.2202868	3.6615946	4.153641	1.9921652	3.9076178	-1.9154526	FALSE	FALSE	FALSE	TRUE	TRUE
Mapkapk3	0	0	0	0	0	0	0	0	1.2263783	1.2519822	1.4753615	1.9558551	1.23918025	1.7156083	-0.47642805	FALSE	FALSE	FALSE	TRUE	TRUE
Mapkapk5	0	0	0	0	0	0	0	0	2.2504277	2.2832322	2.5109134	2.2905385	2.26682995	2.40072595	-0.133896	FALSE	FALSE	FALSE	TRUE	TRUE
Mapkbp1	0	0	0	0	1	0	0	0	-0.33190155	-0.33807364	-0.15939397	0.2726897	-0.334987595	0.056647865	-0.39163546	FALSE	TRUE	FALSE	FALSE	TRUE
Mapre1	0	0	0	0	1	0	0	0	3.5648723	3.703655	4.1025405	3.7903132	3.63426365	3.94642685	-0.3121632	FALSE	TRUE	FALSE	FALSE	TRUE
Mapre2	0	0	0	0	0	0	0	0	1.2419385	1.2631162	1.1153573	0.37538353	1.25252735	0.745370415	0.507156935	FALSE	FALSE	FALSE	TRUE	TRUE
Mapre3	0	0	0	0	0	0	0	0	-2.2951396	-2.1132274	-0.36552668	0.08909903	-2.2041835	-0.138213825	-2.065969675	FALSE	FALSE	FALSE	TRUE	TRUE
Mapt	0	0	0	0	0	0	0	0	-1.873882	-2.6054902	-1.4234515	-0.67299294	-2.2396861	-1.04822222	-1.19146388	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-01	0	0	0	0	0	0	0	0	-8.007629	-5.25225	-7.926014	-7.607271	-6.6299395	-7.7666425	1.136703	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-02	0	0	0	0	0	0	0	0	-1.4148849	-1.1715366	-0.3918327	-0.09384899	-1.29321075	-0.242840845	-1.050369905	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-03	0	0	0	0	0	0	0	0	-5.7568984	-5.323447	-4.353354	-3.2976463	-5.5401727	-3.82550015	-1.71467255	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-04	0	0	0	2	1	0	0	0	-4.3573117	-5.92386	-6.123692	-5.8049498	-5.14058585	-5.9643209	0.82373505	FALSE	TRUE	FALSE	FALSE	TRUE
Mar-05	0	0	0	0	0	0	0	0	3.7450516	4.08048	4.2782307	4.171088	3.9127658	4.22465935	-0.31189355	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-06	0	0	0	0	0	0	0	0	2.8381412	2.5750775	3.457991	3.1378512	2.70660935	3.2979211	-0.59131175	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-07	0	0	0	0	2	0	0	0	3.1224573	2.9824097	3.0318222	2.9456525	3.0524335	2.98873735	0.0636961500000002	FALSE	TRUE	FALSE	FALSE	TRUE
Mar-08	0	0	0	0	0	0	0	0	0.07529454	0.12440502	0.4891436	0.21261854	0.09984978	0.35088107	-0.25103129	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-09	0	1	0	0	0	0	0	0	-0.96578586	-0.2952955	-0.70663166	-0.3627984	-0.63054068	-0.53471503	-0.09582565	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-10	0	0	0	0	0	0	0	0	-7.40962	-6.9761696	-7.1760015	-6.7052555	-7.1928948	-6.9406285	-0.2522663	FALSE	FALSE	FALSE	TRUE	TRUE
Mar-11	0	1	0	0	0	0	0	0	-5.0954804	-5.2469916	-6.446824	-6.2800846	-5.171236	-6.3634543	1.1922183	FALSE	FALSE	FALSE	TRUE	TRUE
Marcks	0	0	0	0	2	0	0	0	3.1409717	3.2791708	2.8564878	4.0458965	3.21007125	3.45119215	-0.241120899999999	FALSE	TRUE	FALSE	FALSE	TRUE
Marcksl1	0	0	0	0	0	0	0	0	5.0828342	5.504454	6.7151046	6.7098227	5.2936441	6.71246365	-1.41881955	FALSE	FALSE	FALSE	TRUE	TRUE
